country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Iceland,ISL,2021-02-07,,,,,182.0,,,,533.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-02-08,17657.0,12801.0,4856.0,,159.0,5.17,3.75,1.42,466.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-02-09,,,,,200.0,,,,586.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-02-10,,,,,241.0,,,,706.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-02-11,,,,,271.0,,,,794.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-02-12,19624.0,14086.0,5538.0,,301.0,5.75,4.13,1.62,882.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-02-13,,,,,305.0,,,,894.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-02-14,,,,,309.0,,,,905.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-02-15,19844.0,14087.0,5757.0,,312.0,5.82,4.13,1.69,914.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-02-16,20031.0,14087.0,5944.0,187.0,269.0,5.87,4.13,1.74,788.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-02-17,21569.0,14188.0,7381.0,1538.0,418.0,6.32,4.16,2.16,1225.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-02-18,24853.0,15195.0,9658.0,3284.0,817.0,7.28,4.45,2.83,2394.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-02-19,25718.0,15644.0,10074.0,865.0,871.0,7.54,4.58,2.95,2552.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-02-20,,,,,957.0,,,,2804.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-02-21,,,,,1044.0,,,,3059.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-02-22,27762.0,17232.0,10530.0,,1131.0,8.14,5.05,3.09,3314.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-02-23,27933.0,17379.0,10554.0,171.0,1129.0,8.19,5.09,3.09,3308.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-02-24,,,,,1160.0,,,,3399.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-02-25,31451.0,19075.0,12376.0,,943.0,9.22,5.59,3.63,2763.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-02-26,32157.0,19593.0,12564.0,706.0,920.0,9.42,5.74,3.68,2696.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-02-27,,,,,895.0,,,,2623.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-02-28,,,,,871.0,,,,2552.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-03-01,33683.0,21083.0,12600.0,,846.0,9.87,6.18,3.69,2479.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-03-02,33835.0,21191.0,12644.0,152.0,843.0,9.92,6.21,3.71,2470.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-03-03,,,,,975.0,,,,2857.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-03-04,39196.0,26489.0,12707.0,,1106.0,11.49,7.76,3.72,3241.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-03-05,39749.0,27041.0,12708.0,553.0,1085.0,11.65,7.92,3.72,3179.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-03-06,,,,,1120.0,,,,3282.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-03-07,,,,,1156.0,,,,3388.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-03-08,42027.0,29317.0,12710.0,,1192.0,12.32,8.59,3.72,3493.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-03-09,,,,,1362.0,,,,3991.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-03-10,,,,,1171.0,,,,3432.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-03-11,46052.0,33289.0,12763.0,,979.0,13.5,9.76,3.74,2869.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-03-12,46862.0,34018.0,12844.0,810.0,1016.0,13.73,9.97,3.76,2977.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-03-13,,,,,917.0,,,,2687.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-03-14,,,,,818.0,,,,2397.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-03-15,47059.0,34171.0,12888.0,,719.0,13.79,10.01,3.78,2107.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-03-16,,,,,758.0,,,,2221.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-03-17,50297.0,36775.0,13522.0,,798.0,14.74,10.78,3.96,2338.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-03-18,51283.0,37179.0,14104.0,986.0,747.0,15.03,10.89,4.13,2189.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-03-19,52604.0,37865.0,14739.0,1321.0,820.0,15.42,11.1,4.32,2403.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-03-20,,,,,831.0,,,,2435.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-03-21,,,,,841.0,,,,2464.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-03-22,53019.0,37953.0,15066.0,,851.0,15.54,11.12,4.41,2494.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-03-23,54868.0,37962.0,16906.0,1849.0,884.0,16.08,11.12,4.95,2590.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-03-24,58029.0,38142.0,19887.0,3161.0,1105.0,17.0,11.18,5.83,3238.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-03-25,59903.0,39578.0,20325.0,1874.0,1231.0,17.55,11.6,5.96,3607.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-03-26,60366.0,39633.0,20733.0,463.0,1109.0,17.69,11.61,6.08,3250.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-03-27,,,,,1365.0,,,,4000.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-03-28,,,,,1621.0,,,,4750.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-03-29,66156.0,45422.0,20734.0,,1877.0,19.39,13.31,6.08,5500.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-03-30,,,,,2100.0,,,,6154.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-03-31,72987.0,49289.0,23698.0,,2137.0,21.39,14.44,6.94,6262.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-04-01,,,,,1946.0,,,,5703.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-04-02,,,,,1957.0,,,,5735.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-04-03,74603.0,50259.0,24344.0,,1758.0,21.86,14.73,7.13,5152.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-04-04,,,,,1629.0,,,,4774.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-04-05,,,,,1499.0,,,,4393.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-04-06,,,,,1158.0,,,,3393.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-04-07,,,,,816.0,,,,2391.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-04-08,79726.0,52634.0,27092.0,,886.0,23.36,15.42,7.94,2596.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-04-09,86368.0,58567.0,27801.0,6642.0,1758.0,25.31,17.16,8.15,5152.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-04-10,,,,,1815.0,,,,5319.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-04-11,,,,,1803.0,,,,5284.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-04-12,89190.0,61134.0,28056.0,,1791.0,26.14,17.91,8.22,5248.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-04-13,,,,,2091.0,,,,6127.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-04-14,95439.0,67158.0,28281.0,,2391.0,27.97,19.68,8.29,7007.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-04-15,,,,,2476.0,,,,7256.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-04-16,98672.0,70058.0,28614.0,,1758.0,28.91,20.53,8.39,5152.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-04-17,,,,,1695.0,,,,4967.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-04-18,,,,,1631.0,,,,4779.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-04-19,100168.0,70482.0,29686.0,,1568.0,29.35,20.65,8.7,4595.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-04-20,,,,,1749.0,,,,5125.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-04-21,,,,,1929.0,,,,5653.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-04-22,113330.0,80721.0,32609.0,,2325.0,33.21,23.65,9.56,6813.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-04-23,,,,,2289.0,,,,6708.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-04-24,,,,,2413.0,,,,7071.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-04-25,,,,,2537.0,,,,7434.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-04-26,,,,,2661.0,,,,7798.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-04-27,,,,,2230.0,,,,6535.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-04-28,121530.0,87038.0,34492.0,,1798.0,35.61,25.51,10.11,5269.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-04-29,133064.0,98008.0,35432.0,11534.0,2819.0,38.99,28.72,10.38,8261.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-04-30,145261.0,109409.0,36228.0,12197.0,4366.0,42.57,32.06,10.62,12794.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
India,IND,2021-01-15,0.0,0.0,,,,0.0,0.0,,,"Covaxin, Oxford/AstraZeneca",Government of India,https://dashboard.cowin.gov.in/
India,IND,2021-01-16,191181.0,191181.0,,191181.0,191181.0,0.01,0.01,,139.0,"Covaxin, Oxford/AstraZeneca",Government of India,https://dashboard.cowin.gov.in/
India,IND,2021-01-17,224301.0,224301.0,,33120.0,112150.0,0.02,0.02,,81.0,"Covaxin, Oxford/AstraZeneca",Government of India,https://dashboard.cowin.gov.in/
India,IND,2021-01-18,454049.0,454049.0,,229748.0,151350.0,0.03,0.03,,110.0,"Covaxin, Oxford/AstraZeneca",Government of India,https://dashboard.cowin.gov.in/
India,IND,2021-01-19,674835.0,674835.0,,220786.0,168709.0,0.05,0.05,,122.0,"Covaxin, Oxford/AstraZeneca",Government of India,https://dashboard.cowin.gov.in/
India,IND,2021-01-20,806484.0,806484.0,,131649.0,161297.0,0.06,0.06,,117.0,"Covaxin, Oxford/AstraZeneca",Government of India,https://dashboard.cowin.gov.in/
India,IND,2021-01-21,1043534.0,1043534.0,,237050.0,173922.0,0.08,0.08,,126.0,"Covaxin, Oxford/AstraZeneca",Government of India,https://dashboard.cowin.gov.in/
India,IND,2021-01-22,1390592.0,1390592.0,,347058.0,198656.0,0.1,0.1,,144.0,"Covaxin, Oxford/AstraZeneca",Government of India,https://dashboard.cowin.gov.in/
India,IND,2021-01-23,1582201.0,1582201.0,,191609.0,198717.0,0.11,0.11,,144.0,"Covaxin, Oxford/AstraZeneca",Government of India,https://dashboard.cowin.gov.in/
India,IND,2021-01-24,1615504.0,1615504.0,,33303.0,198743.0,0.12,0.12,,144.0,"Covaxin, Oxford/AstraZeneca",Government of India,https://dashboard.cowin.gov.in/
India,IND,2021-01-25,2023809.0,2023809.0,,408305.0,224251.0,0.15,0.15,,163.0,"Covaxin, Oxford/AstraZeneca",Government of India,https://dashboard.cowin.gov.in/
India,IND,2021-01-26,2029480.0,2029480.0,,5671.0,193521.0,0.15,0.15,,140.0,"Covaxin, Oxford/AstraZeneca",Government of India,https://dashboard.cowin.gov.in/
India,IND,2021-01-27,2355979.0,2355979.0,,326499.0,221356.0,0.17,0.17,,160.0,"Covaxin, Oxford/AstraZeneca",Government of India,https://dashboard.cowin.gov.in/
India,IND,2021-01-28,2928053.0,2928053.0,,572074.0,269217.0,0.21,0.21,,195.0,"Covaxin, Oxford/AstraZeneca",Government of India,https://dashboard.cowin.gov.in/
India,IND,2021-01-29,3500027.0,3500027.0,,571974.0,301348.0,0.25,0.25,,218.0,"Covaxin, Oxford/AstraZeneca",Government of India,https://dashboard.cowin.gov.in/
India,IND,2021-01-30,3744334.0,3744334.0,,244307.0,308876.0,0.27,0.27,,224.0,"Covaxin, Oxford/AstraZeneca",Government of India,https://dashboard.cowin.gov.in/
India,IND,2021-01-31,3758843.0,3758843.0,,14509.0,306191.0,0.27,0.27,,222.0,"Covaxin, Oxford/AstraZeneca",Government of India,https://dashboard.cowin.gov.in/
India,IND,2021-02-01,3950156.0,3950156.0,,191313.0,275192.0,0.29,0.29,,199.0,"Covaxin, Oxford/AstraZeneca",Government of India,https://dashboard.cowin.gov.in/
India,IND,2021-02-02,4138918.0,4138918.0,,188762.0,301348.0,0.3,0.3,,218.0,"Covaxin, Oxford/AstraZeneca",Government of India,https://dashboard.cowin.gov.in/
India,IND,2021-02-03,4449552.0,4449552.0,,310634.0,299082.0,0.32,0.32,,217.0,"Covaxin, Oxford/AstraZeneca",Government of India,https://dashboard.cowin.gov.in/
India,IND,2021-02-04,4959445.0,4959445.0,,509893.0,290199.0,0.36,0.36,,210.0,"Covaxin, Oxford/AstraZeneca",Government of India,https://dashboard.cowin.gov.in/
India,IND,2021-02-05,5416849.0,5416849.0,,457404.0,273832.0,0.39,0.39,,198.0,"Covaxin, Oxford/AstraZeneca",Government of India,https://dashboard.cowin.gov.in/
India,IND,2021-02-06,5775322.0,5775322.0,,358473.0,290141.0,0.42,0.42,,210.0,"Covaxin, Oxford/AstraZeneca",Government of India,https://dashboard.cowin.gov.in/
India,IND,2021-02-07,5812362.0,5812362.0,,37040.0,293360.0,0.42,0.42,,213.0,"Covaxin, Oxford/AstraZeneca",Government of India,https://dashboard.cowin.gov.in/
India,IND,2021-02-08,6259008.0,6259008.0,,446646.0,329836.0,0.45,0.45,,239.0,"Covaxin, Oxford/AstraZeneca",Government of India,https://dashboard.cowin.gov.in/
India,IND,2021-02-09,6611561.0,6611561.0,,352553.0,353235.0,0.48,0.48,,256.0,"Covaxin, Oxford/AstraZeneca",Government of India,https://dashboard.cowin.gov.in/
India,IND,2021-02-10,7017114.0,7017114.0,,405553.0,366795.0,0.51,0.51,,266.0,"Covaxin, Oxford/AstraZeneca",Government of India,https://dashboard.cowin.gov.in/
India,IND,2021-02-11,7505010.0,7505010.0,,487896.0,363652.0,0.54,0.54,,264.0,"Covaxin, Oxford/AstraZeneca",Government of India,https://dashboard.cowin.gov.in/
India,IND,2021-02-12,7967647.0,7967647.0,,462637.0,364400.0,0.58,0.58,,264.0,"Covaxin, Oxford/AstraZeneca",Government of India,https://dashboard.cowin.gov.in/
India,IND,2021-02-13,8052454.0,8044786.0,7668.0,84807.0,325305.0,0.58,0.58,0.0,236.0,"Covaxin, Oxford/AstraZeneca",Government of India,https://dashboard.cowin.gov.in/
India,IND,2021-02-14,,,,,353179.0,,,,256.0,"Covaxin, Oxford/AstraZeneca",Government of India,https://dashboard.cowin.gov.in/
India,IND,2021-02-15,8516771.0,8418653.0,98118.0,,322538.0,0.62,0.61,0.01,234.0,"Covaxin, Oxford/AstraZeneca",Government of India,https://dashboard.cowin.gov.in/
India,IND,2021-02-16,8857341.0,8641002.0,216339.0,340570.0,320826.0,0.64,0.63,0.02,232.0,"Covaxin, Oxford/AstraZeneca",Government of India,https://dashboard.cowin.gov.in/
India,IND,2021-02-17,9186757.0,8844641.0,342116.0,329416.0,309949.0,0.67,0.64,0.02,225.0,"Covaxin, Oxford/AstraZeneca",Government of India,https://dashboard.cowin.gov.in/
India,IND,2021-02-18,9846523.0,9381591.0,464932.0,659766.0,334502.0,0.71,0.68,0.03,242.0,"Covaxin, Oxford/AstraZeneca",Government of India,https://dashboard.cowin.gov.in/
India,IND,2021-02-19,10449942.0,9693000.0,756942.0,603419.0,354614.0,0.76,0.7,0.05,257.0,"Covaxin, Oxford/AstraZeneca",Government of India,https://dashboard.cowin.gov.in/
India,IND,2021-02-20,10838323.0,9964383.0,873940.0,388381.0,397981.0,0.79,0.72,0.06,288.0,"Covaxin, Oxford/AstraZeneca",Government of India,https://dashboard.cowin.gov.in/
India,IND,2021-02-21,11085173.0,10124531.0,960642.0,246850.0,400080.0,0.8,0.73,0.07,290.0,"Covaxin, Oxford/AstraZeneca",Government of India,https://dashboard.cowin.gov.in/
India,IND,2021-02-22,11424094.0,10308552.0,1115542.0,338921.0,415332.0,0.83,0.75,0.08,301.0,"Covaxin, Oxford/AstraZeneca",Government of India,https://dashboard.cowin.gov.in/
India,IND,2021-02-23,11907392.0,10585757.0,1321635.0,483298.0,435722.0,0.86,0.77,0.1,316.0,"Covaxin, Oxford/AstraZeneca",Government of India,https://dashboard.cowin.gov.in/
India,IND,2021-02-24,12366633.0,10884879.0,1481754.0,459241.0,454268.0,0.9,0.79,0.11,329.0,"Covaxin, Oxford/AstraZeneca",Government of India,https://dashboard.cowin.gov.in/
India,IND,2021-02-25,13067047.0,11206188.0,1860859.0,700414.0,460075.0,0.95,0.81,0.13,333.0,"Covaxin, Oxford/AstraZeneca",Government of India,https://dashboard.cowin.gov.in/
India,IND,2021-02-26,13756940.0,11552857.0,2204083.0,689893.0,472428.0,1.0,0.84,0.16,342.0,"Covaxin, Oxford/AstraZeneca",Government of India,https://dashboard.cowin.gov.in/
India,IND,2021-02-27,14242547.0,11788669.0,2453878.0,485607.0,486318.0,1.03,0.85,0.18,352.0,"Covaxin, Oxford/AstraZeneca",Government of India,https://dashboard.cowin.gov.in/
India,IND,2021-02-28,14301266.0,11845075.0,2456191.0,58719.0,459442.0,1.04,0.86,0.18,333.0,"Covaxin, Oxford/AstraZeneca",Government of India,https://dashboard.cowin.gov.in/
India,IND,2021-03-01,14854136.0,12256337.0,2597799.0,552870.0,490006.0,1.08,0.89,0.19,355.0,"Covaxin, Oxford/AstraZeneca",Government of India,https://dashboard.cowin.gov.in/
India,IND,2021-03-02,15620749.0,12906771.0,2713978.0,766613.0,530480.0,1.13,0.94,0.2,384.0,"Covaxin, Oxford/AstraZeneca",Government of India,https://dashboard.cowin.gov.in/
India,IND,2021-03-03,16616048.0,13739121.0,2876927.0,995299.0,607059.0,1.2,1.0,0.21,440.0,"Covaxin, Oxford/AstraZeneca",Government of India,https://dashboard.cowin.gov.in/
India,IND,2021-03-04,18005503.0,14796835.0,3208668.0,1389455.0,705494.0,1.3,1.07,0.23,511.0,"Covaxin, Oxford/AstraZeneca",Government of India,https://dashboard.cowin.gov.in/
India,IND,2021-03-05,19497704.0,15996683.0,3501021.0,1492201.0,820109.0,1.41,1.16,0.25,594.0,"Covaxin, Oxford/AstraZeneca",Government of India,https://dashboard.cowin.gov.in/
India,IND,2021-03-06,20922344.0,17168303.0,3754041.0,1424640.0,954257.0,1.52,1.24,0.27,691.0,"Covaxin, Oxford/AstraZeneca",Government of India,https://dashboard.cowin.gov.in/
India,IND,2021-03-07,20989010.0,17227903.0,3761107.0,66666.0,955392.0,1.52,1.25,0.27,692.0,"Covaxin, Oxford/AstraZeneca",Government of India,https://dashboard.cowin.gov.in/
